car_ID,symboling,CarName,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,fueltype_gas,aspiration_turbo,doornumber_two,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginelocation_rear,price_to_horsepower,price_to_weight,car_brand_audi,car_brand_bmw,car_brand_buick,car_brand_chevrolet,car_brand_dodge,car_brand_honda,car_brand_isuzu,car_brand_jaguar,car_brand_mazda,car_brand_mercury,car_brand_mitsubishi,car_brand_nissan,car_brand_peugeot,car_brand_plymouth,car_brand_porcshce,car_brand_porsche,car_brand_renault,car_brand_saab,car_brand_subaru,car_brand_toyota,car_brand_toyouta,car_brand_vokswagen,car_brand_volkswagen,car_brand_volvo,car_brand_vw,car_model,car_brand_audi,car_brand_bmw,car_brand_buick,car_brand_chevrolet,car_brand_dodge,car_brand_honda,car_brand_isuzu,car_brand_jaguar,car_brand_mazda,car_brand_mercury,car_brand_mitsubishi,car_brand_nissan,car_brand_peugeot,car_brand_plymouth,car_brand_porsche,car_brand_renault,car_brand_saab,car_brand_subaru,car_brand_toyota,car_brand_volkswagen,car_brand_volvo,car_brand
126,3,porsche macan,94.5,168.9,68.3,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500,19,27,22018.0,True,False,True,False,True,False,False,False,True,False,153.97202797202797,7.925845932325414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,macan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,porsche
127,3,porsche panamera,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,32528.0,True,False,True,True,False,False,False,False,True,True,157.1400966183575,11.802612481857764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,panamera,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,porsche
128,3,porsche cayenne,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,34028.0,True,False,True,True,False,False,False,False,True,True,164.38647342995168,12.34687953555878,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,cayenne,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,porsche
129,3,porsche boxter,89.5,168.9,65.0,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,37028.0,True,False,True,False,False,False,False,False,True,True,178.87922705314008,13.224285714285715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,boxter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,porsche
130,1,porsche cayenne,98.4,175.7,72.3,50.5,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288,5750,17,28,31400.5,True,False,True,False,True,False,False,False,True,False,109.02951388888889,9.328728461081402,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,cayenne,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,porsche
131,0,renault 12tl,96.1,181.5,66.5,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,90,5100,23,31,9295.0,True,False,False,False,False,False,True,True,False,False,103.27777777777777,3.6041101202016286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12tl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,renault
132,2,renault 5 gtl,96.1,176.8,66.6,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,90,5100,23,31,9895.0,True,False,True,False,True,False,False,True,False,False,109.94444444444444,4.022357723577236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5 gtl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,renault
133,3,saab 99e,99.1,186.6,66.5,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250,21,28,11850.0,True,False,True,False,True,False,False,True,False,False,107.72727272727273,4.45823927765237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,99e,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,saab
134,2,saab 99le,99.1,186.6,66.5,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,12170.0,True,False,False,False,False,True,False,True,False,False,110.63636363636364,4.515769944341373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,99le,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,saab
135,3,saab 99le,99.1,186.6,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,21,28,15040.0,True,False,True,False,True,False,False,True,False,False,136.72727272727272,5.55596601403768,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,99le,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,saab
136,2,saab 99gle,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,15510.0,True,False,False,False,False,True,False,True,False,False,141.0,5.623640319071791,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,99gle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,saab
137,3,saab 99gle,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,19,26,18150.0,True,True,True,False,True,False,False,True,False,False,113.4375,6.463675213675214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,99gle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,saab
138,2,saab 99e,99.1,186.6,66.5,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,19,26,18620.0,True,True,False,False,False,True,False,True,False,False,116.375,6.5402177730944855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,99e,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,saab
139,2,,93.7,156.9,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900,31,36,5118.0,True,False,True,False,True,False,False,True,False,False,74.17391304347827,2.4965853658536585,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
140,2,subaru dl,93.7,157.9,63.6,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7053.0,True,False,True,False,True,False,False,True,False,False,96.61643835616438,3.32688679245283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,dl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,subaru
141,2,subaru dl,93.3,157.3,63.8,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7603.0,True,False,True,False,True,False,False,False,False,False,104.15068493150685,3.3941964285714286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,dl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,subaru
142,0,,97.2,172.0,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,32,37,7126.0,True,False,False,False,False,True,False,True,False,False,86.90243902439025,3.322144522144522,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
143,0,subaru brz,97.2,172.0,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,33,7775.0,True,False,False,False,False,True,False,True,False,False,94.8170731707317,3.550228310502283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,brz,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,subaru
144,0,subaru baja,97.2,172.0,65.4,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,26,32,9960.0,True,False,False,False,False,True,False,True,False,False,105.95744680851064,4.256410256410256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,baja,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,subaru
145,0,subaru r1,97.0,172.0,65.4,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,24,25,9233.0,True,False,False,False,False,True,False,False,False,False,112.59756097560975,3.871278825995807,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,r1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,subaru
146,0,subaru r2,97.0,172.0,65.4,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,29,11259.0,True,True,False,False,False,True,False,False,False,False,101.43243243243244,4.485657370517928,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,r2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,subaru
147,0,subaru trezia,97.0,173.5,65.4,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,28,32,7463.0,True,False,False,False,False,False,True,True,False,False,91.01219512195122,3.2589519650655023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,trezia,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,subaru
148,0,subaru tribeca,97.0,173.5,65.4,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,25,31,10198.0,True,False,False,False,False,False,True,True,False,False,108.48936170212765,4.15397148676171,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,tribeca,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,subaru
149,0,subaru dl,96.9,173.6,65.4,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,23,29,8013.0,True,False,False,False,False,False,True,False,False,False,97.71951219512195,3.3111570247933884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,dl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,subaru
150,0,subaru dl,96.9,173.6,65.4,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,23,11694.0,True,True,False,False,False,False,True,False,False,False,105.35135135135135,4.412830188679245,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,dl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,subaru
151,1,toyota corona mark ii,95.7,158.7,63.6,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,35,39,5348.0,True,False,True,False,True,False,False,True,False,False,86.25806451612904,2.694206549118388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corona mark ii,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
152,1,toyota corona,95.7,158.7,63.6,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,38,6338.0,True,False,True,False,True,False,False,True,False,False,102.2258064516129,3.1068627450980393,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corona,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
153,1,toyota corolla 1200,95.7,158.7,63.6,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,38,6488.0,True,False,False,False,True,False,False,True,False,False,104.64516129032258,3.21985111662531,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla 1200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
154,0,toyota corona hardtop,95.7,169.7,63.6,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,31,37,6918.0,True,False,False,False,False,False,True,True,False,False,111.58064516129032,3.0342105263157895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corona hardtop,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
155,0,toyota corolla 1600 (sw),95.7,169.7,63.6,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,27,32,7898.0,True,False,False,False,False,False,True,False,False,False,127.38709677419355,3.4489082969432316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla 1600 (sw),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
156,0,toyota carina,95.7,169.7,63.6,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,27,32,8778.0,True,False,False,False,False,False,True,False,False,False,141.58064516129033,2.822508038585209,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,carina,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
157,0,toyota mark ii,95.7,166.3,64.4,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,30,37,6938.0,True,False,False,False,False,True,False,True,False,False,99.11428571428571,3.3339740509370497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,mark ii,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
158,0,toyota corolla 1200,95.7,166.3,64.4,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,30,37,7198.0,True,False,False,False,True,False,False,True,False,False,102.82857142857142,3.412991939307729,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla 1200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
159,0,toyota corona,95.7,166.3,64.4,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,36,7898.0,False,False,False,False,False,True,False,True,False,False,141.03571428571428,3.471648351648352,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corona,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
160,0,toyota corolla,95.7,166.3,64.4,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,47,7788.0,False,False,False,False,True,False,False,True,False,False,139.07142857142858,3.423296703296703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
161,0,toyota corona,95.7,166.3,64.4,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,38,47,7738.0,True,False,False,False,False,True,False,True,False,False,110.54285714285714,3.6953199617956063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corona,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
162,0,toyota corolla,95.7,166.3,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,8358.0,True,False,False,False,True,False,False,True,False,False,119.4,3.938737040527804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
163,0,toyota mark ii,95.7,166.3,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,9258.0,True,False,False,False,False,True,False,True,False,False,132.25714285714287,4.326168224299066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,mark ii,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
164,1,toyota corolla liftback,94.5,168.7,64.0,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,29,34,8058.0,True,False,True,False,False,True,False,False,True,False,115.11428571428571,3.715076071922545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla liftback,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
165,1,toyota corona,94.5,168.7,64.0,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,29,34,8238.0,True,False,True,False,True,False,False,False,True,False,117.68571428571428,3.737749546279492,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corona,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
166,1,toyota celica gt liftback,94.5,168.7,64.0,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298.0,True,False,True,False,False,True,False,False,True,False,83.01785714285714,4.105077262693157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,celica gt liftback,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
167,1,toyota corolla tercel,94.5,168.7,64.0,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538.0,True,False,True,False,True,False,False,False,True,False,85.16071428571429,4.14695652173913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla tercel,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
168,2,toyota corona liftback,98.4,176.2,65.6,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,8449.0,True,False,True,True,False,False,False,False,True,False,72.83620689655173,3.3263779527559056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corona liftback,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
169,2,toyota corolla,98.4,176.2,65.6,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9639.0,True,False,True,True,False,False,False,False,True,False,83.09482758620689,3.8008675078864353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
170,2,toyota starlet,98.4,176.2,65.6,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989.0,True,False,True,False,True,False,False,False,True,False,86.11206896551724,3.915719325754606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,starlet,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
171,2,toyota tercel,98.4,176.2,65.6,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11199.0,True,False,True,True,False,False,False,False,True,False,96.54310344827586,4.180291153415453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,tercel,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
172,2,toyota corolla,98.4,176.2,65.6,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549.0,True,False,True,False,True,False,False,False,True,False,99.5603448275862,4.255342667649226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
173,2,toyota cressida,98.4,176.2,65.6,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,17669.0,True,False,True,False,False,False,False,False,True,False,152.31896551724137,5.939159663865547,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,cressida,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
174,-1,toyota corolla,102.4,175.6,66.5,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8948.0,True,False,False,False,False,True,False,True,False,False,97.26086956521739,3.8469475494411007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
175,-1,toyota celica gt,102.4,175.6,66.5,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,33,10698.0,False,True,False,False,False,True,False,True,False,False,146.54794520547946,4.313709677419355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,celica gt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
176,-1,toyota corona,102.4,175.6,66.5,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,9988.0,True,False,False,False,True,False,False,True,False,False,108.56521739130434,4.137531068765535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corona,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
177,-1,toyota corolla,102.4,175.6,66.5,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898.0,True,False,False,False,False,True,False,True,False,False,118.45652173913044,4.514498757249378,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
178,-1,toyota mark ii,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,11248.0,True,False,False,False,True,False,False,True,False,False,122.26086956521739,4.576078112286412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,mark ii,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
179,3,toyota corolla liftback,102.9,183.5,67.7,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558.0,True,False,True,False,True,False,False,False,True,False,102.84472049689441,5.563844086021505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corolla liftback,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
180,3,toyota corona,102.9,183.5,67.7,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998.0,True,False,True,False,True,False,False,False,True,False,99.36645962732919,5.304376657824934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,corona,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
181,-1,toyota starlet,104.5,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690.0,True,False,False,False,False,True,False,False,True,False,100.57692307692308,5.0111785372085595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,starlet,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
182,-1,toyota tercel,104.5,187.8,66.5,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750.0,True,False,False,False,False,False,True,False,True,False,100.96153846153847,4.998413202158045,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,tercel,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,toyota
183,2,volkswagen rabbit,97.3,171.7,65.5,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800,37,46,7775.0,False,False,True,False,False,True,False,True,False,False,149.51923076923077,3.4387439186200797,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,rabbit,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
184,2,volkswagen 1131 deluxe sedan,97.3,171.7,65.5,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,7975.0,True,False,True,False,False,True,False,True,False,False,93.82352941176471,3.610230873698506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1131 deluxe sedan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
185,2,volkswagen model 111,97.3,171.7,65.5,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800,37,46,7995.0,False,False,False,False,False,True,False,True,False,False,153.75,3.5313604240282683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,model 111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
186,2,volkswagen type 3,97.3,171.7,65.5,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,8195.0,True,False,False,False,False,True,False,True,False,False,96.41176470588235,3.7047920433996384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,type 3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
187,2,volkswagen 411 (sw),97.3,171.7,65.5,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,8495.0,True,False,False,False,False,True,False,True,False,False,99.94117647058823,3.734065934065934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,411 (sw),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
188,2,volkswagen super beetle,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500,37,42,9495.0,False,True,False,False,False,True,False,True,False,False,139.63235294117646,4.0944372574385515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,super beetle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
189,2,volkswagen dasher,97.3,171.7,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500,26,32,9995.0,True,False,False,False,False,True,False,True,False,False,99.95,4.345652173913043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,dasher,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
